"season","team","conference","statName","statValue"
2022,"Stanford","Pac-12","puntReturnTDs",0
2022,"Air Force","Mountain West","totalYards",5170
2022,"Houston","American Athletic","kickReturns",42
2022,"Washington State","Pac-12","fourthDowns",29
2022,"Ohio","Mid-American","tacklesForLoss",83
2022,"Toledo","Mid-American","rushingYards",2489
2022,"LSU","SEC","possessionTime",26058
2022,"Arizona","Pac-12","interceptionYards",59
2022,"LSU","SEC","rushingYards",2573
2022,"Navy","American Athletic","kickReturnTDs",0
2022,"Kansas State","Big 12","penaltyYards",601
2022,"Rutgers","Big Ten","passAttempts",332
2022,"Old Dominion","Sun Belt","turnovers",18
2022,"UCLA","Pac-12","fumblesRecovered",12
2022,"Maryland","Big Ten","rushingAttempts",469
2022,"Colorado State","Mountain West","rushingAttempts",385
2022,"Western Kentucky","Conference USA","passesIntercepted",19
2022,"Middle Tennessee","Conference USA","penalties",86
2022,"Virginia Tech","ACC","kickReturnYards",505
2022,"Pittsburgh","ACC","tacklesForLoss",83
2022,"Clemson","ACC","puntReturns",29
2022,"Fresno State","Mountain West","puntReturnYards",259
2022,"USC","Pac-12","fumblesLost",2
2022,"Arizona State","Pac-12","penaltyYards",868
2022,"Ball State","Mid-American","fourthDowns",19
2022,"Hawai'i","Mountain West","rushingYards",1784
2022,"Indiana","Big Ten","interceptionTDs",0
2022,"Kansas","Big 12","turnovers",19
2022,"Central Michigan","Mid-American","puntReturnTDs",0
2022,"Louisville","ACC","firstDowns",264
2022,"UAB","Conference USA","fourthDownConversions",13
2022,"James Madison","Sun Belt","thirdDownConversions",60
2022,"Western Michigan","Mid-American","kickReturns",34
2022,"Nevada","Mountain West","passesIntercepted",11
2022,"Oregon State","Pac-12","thirdDownConversions",67
2022,"California","Pac-12","puntReturnYards",240
2022,"Ole Miss","SEC","totalYards",6453
2022,"Appalachian State","Sun Belt","turnovers",11
2022,"Georgia Southern","Sun Belt","games",13
2022,"Baylor","Big 12","sacks",24
2022,"Louisville","ACC","fumblesRecovered",19
2022,"Kentucky","SEC","rushingAttempts",463
2022,"TCU","Big 12","fumblesRecovered",7
2022,"Georgia","SEC","tacklesForLoss",81
2022,"Troy","Sun Belt","firstDowns",273
2022,"Akron","Mid-American","tacklesForLoss",58
2022,"Tulsa","American Athletic","tacklesForLoss",62
2022,"North Texas","Conference USA","netPassingYards",3667
2022,"Ball State","Mid-American","firstDowns",256
2022,"Florida State","ACC","passingTDs",28
2022,"UMass","FBS Independents","passAttempts",277
2022,"Iowa","Big Ten","puntReturns",31
2022,"Memphis","American Athletic","thirdDownConversions",88
2022,"West Virginia","Big 12","fumblesRecovered",11
2022,"Temple","American Athletic","totalYards",4206
2022,"Wyoming","Mountain West","fourthDownConversions",2
2022,"Miami (OH)","Mid-American","rushingTDs",14
2022,"Kansas","Big 12","penalties",69
2022,"North Carolina","ACC","kickReturns",23
2022,"San José State","Mountain West","interceptionTDs",0
2022,"Arizona","Pac-12","thirdDownConversions",62
2022,"Iowa State","Big 12","penalties",67
2022,"Charlotte","Conference USA","thirdDownConversions",63
2022,"Texas Tech","Big 12","interceptions",18
2022,"UT San Antonio","Conference USA","passesIntercepted",15
2022,"California","Pac-12","fourthDowns",22
2022,"Duke","ACC","kickReturnTDs",0
2022,"Buffalo","Mid-American","fumblesLost",9
2022,"LSU","SEC","passCompletions",322
2022,"Minnesota","Big Ten","fumblesRecovered",7
2022,"Louisiana","Sun Belt","rushingTDs",10
2022,"Texas State","Sun Belt","tacklesForLoss",77
2022,"Liberty","FBS Independents","rushingTDs",24
2022,"Notre Dame","FBS Independents","kickReturnTDs",0
2022,"Georgia State","Sun Belt","rushingYards",2586
2022,"Wake Forest","ACC","totalYards",5766
2022,"Army","FBS Independents","firstDowns",211
2022,"UCLA","Pac-12","firstDowns",336
2022,"Charlotte","Conference USA","rushingYards",1389
2022,"Eastern Michigan","Mid-American","games",13
2022,"Michigan State","Big Ten","rushingYards",1356
2022,"NC State","ACC","passCompletions",269
2022,"Temple","American Athletic","interceptionTDs",2
2022,"Florida State","ACC","tacklesForLoss",78
2022,"Utah State","Mountain West","penalties",111
2022,"Wyoming","Mountain West","puntReturnYards",29
2022,"UCLA","Pac-12","interceptionYards",182
2022,"Florida","SEC","kickReturnYards",586
2022,"Kansas","Big 12","puntReturnTDs",0
2022,"TCU","Big 12","puntReturnTDs",2
2022,"Michigan","Big Ten","possessionTime",28389
2022,"USC","Pac-12","kickReturnYards",655
2022,"Stanford","Pac-12","fourthDowns",21
2022,"Middle Tennessee","Conference USA","possessionTime",22388
2022,"Oklahoma State","Big 12","penaltyYards",436
2022,"Navy","American Athletic","sacks",33
2022,"Liberty","FBS Independents","possessionTime",22329
2022,"Iowa","Big Ten","fumblesRecovered",14
2022,"Virginia Tech","ACC","interceptions",9
2022,"TCU","Big 12","kickReturnYards",907
2022,"Duke","ACC","passCompletions",255
2022,"Illinois","Big Ten","rushingAttempts",545
2022,"Cincinnati","American Athletic","sacks",35
2022,"Nevada","Mountain West","fourthDowns",26
2022,"Louisiana Tech","Conference USA","possessionTime",21663
2022,"Kansas State","Big 12","firstDowns",281
2022,"Florida International","Conference USA","penaltyYards",640
2022,"Utah","Pac-12","tacklesForLoss",82
2022,"Arizona","Pac-12","kickReturns",20
2022,"UT San Antonio","Conference USA","interceptions",9
2022,"Utah","Pac-12","turnovers",18
2022,"NC State","ACC","penalties",95
2022,"Michigan State","Big Ten","tacklesForLoss",76
2022,"Auburn","SEC","passCompletions",159
2022,"Missouri","SEC","fourthDowns",18
2022,"UCF","American Athletic","puntReturns",29
2022,"Texas State","Sun Belt","puntReturnYards",140
2022,"Rice","Conference USA","fumblesRecovered",11
2022,"Wisconsin","Big Ten","interceptions",11
2022,"Indiana","Big Ten","rushingTDs",15
2022,"Army","FBS Independents","rushingTDs",38
2022,"Wake Forest","ACC","passCompletions",302
2022,"Wisconsin","Big Ten","passesIntercepted",17
2022,"Louisville","ACC","fourthDownConversions",12
2022,"Western Michigan","Mid-American","penalties",80
2022,"Cincinnati","American Athletic","games",13
2022,"Georgia State","Sun Belt","fumblesLost",12
2022,"Texas","Big 12","interceptionTDs",2
2022,"Boise State","Mountain West","interceptions",9
2022,"Fresno State","Mountain West","sacks",23
2022,"Virginia","ACC","totalYards",3440
2022,"Cincinnati","American Athletic","thirdDownConversions",66
2022,"Georgia Tech","ACC","rushingTDs",13
2022,"Vanderbilt","SEC","possessionTime",22752
2022,"Nebraska","Big Ten","rushingAttempts",420
2022,"Wisconsin","Big Ten","puntReturns",24
2022,"Liberty","FBS Independents","penaltyYards",696
2022,"Arizona State","Pac-12","puntReturnYards",63
2022,"Michigan State","Big Ten","passingTDs",23
2022,"Michigan State","Big Ten","turnovers",16
2022,"NC State","ACC","passingTDs",23
2022,"Tulsa","American Athletic","rushingAttempts",429
2022,"Minnesota","Big Ten","games",13
2022,"Oklahoma","Big 12","games",13
2022,"Purdue","Big Ten","penaltyYards",748
2022,"Boise State","Mountain West","thirdDowns",191
2022,"Florida Atlantic","Conference USA","turnovers",13
2022,"Colorado","Pac-12","passingTDs",10
2022,"Toledo","Mid-American","netPassingYards",3149
2022,"Michigan State","Big Ten","rushingTDs",16
2022,"Nevada","Mountain West","rushingAttempts",427
2022,"Buffalo","Mid-American","penaltyYards",565
2022,"Auburn","SEC","penaltyYards",688
2022,"BYU","FBS Independents","totalYards",5539
2022,"Washington","Pac-12","passCompletions",373
2022,"Army","FBS Independents","penaltyYards",465
2022,"Colorado State","Mountain West","kickReturnYards",319
2022,"Washington","Pac-12","puntReturnTDs",0
2022,"Kent State","Mid-American","totalYards",5015
2022,"Southern Mississippi","Sun Belt","rushingYards",1842
2022,"Kansas State","Big 12","thirdDownConversions",76
2022,"Kentucky","SEC","possessionTime",25845
2022,"LSU","SEC","games",14
2022,"Georgia","SEC","kickReturnTDs",0
2022,"UMass","FBS Independents","puntReturnYards",96
2022,"Michigan State","Big Ten","totalYards",4236
2022,"Colorado","Pac-12","rushingYards",1300
2022,"Central Michigan","Mid-American","fourthDownConversions",18
2022,"Rutgers","Big Ten","puntReturns",16
2022,"Texas A&M","SEC","rushingYards",1707
2022,"Georgia","SEC","rushingTDs",44
2022,"Miami (OH)","Mid-American","possessionTime",23410
2022,"Tulane","American Athletic","tacklesForLoss",57
2022,"USC","Pac-12","kickReturnTDs",0
2022,"North Texas","Conference USA","sacks",27
2022,"Colorado","Pac-12","rushingTDs",11
2022,"UMass","FBS Independents","rushingYards",1804
2022,"Coastal Carolina","Sun Belt","passAttempts",361
2022,"UNLV","Mountain West","fourthDownConversions",10
2022,"Auburn","SEC","puntReturns",20
2022,"Washington","Pac-12","interceptions",9
2022,"Duke","ACC","penalties",67
2022,"UTEP","Conference USA","possessionTime",24322
2022,"Georgia State","Sun Belt","puntReturnTDs",0
2022,"LSU","SEC","passAttempts",480
2022,"Cincinnati","American Athletic","tacklesForLoss",87
2022,"Western Kentucky","Conference USA","passAttempts",622
2022,"Tulsa","American Athletic","interceptionTDs",0
2022,"Navy","American Athletic","penaltyYards",376
2022,"Air Force","Mountain West","interceptionYards",89
2022,"Michigan","Big Ten","thirdDowns",186
2022,"Wisconsin","Big Ten","kickReturnTDs",0
2022,"Utah","Pac-12","thirdDownConversions",91
2022,"Texas Tech","Big 12","fourthDownConversions",34
2022,"Vanderbilt","SEC","passesIntercepted",6
2022,"Buffalo","Mid-American","passingTDs",15
2022,"UAB","Conference USA","interceptions",7
2022,"Clemson","ACC","puntReturnYards",190
2022,"Cincinnati","American Athletic","kickReturnYards",491
2022,"Ohio","Mid-American","games",14
2022,"California","Pac-12","fourthDownConversions",12
2022,"Pittsburgh","ACC","kickReturnYards",438
2022,"Illinois","Big Ten","kickReturnYards",315
2022,"Iowa","Big Ten","interceptions",7
2022,"Cincinnati","American Athletic","penaltyYards",837
2022,"BYU","FBS Independents","turnovers",10
2022,"Army","FBS Independents","kickReturnYards",211
2022,"Wyoming","Mountain West","puntReturns",7
2022,"Tulsa","American Athletic","firstDowns",257
2022,"Arizona State","Pac-12","tacklesForLoss",50
2022,"Memphis","American Athletic","passCompletions",291
2022,"Colorado State","Mountain West","thirdDownConversions",34
2022,"Tulane","American Athletic","possessionTime",24933
2022,"Boise State","Mountain West","penaltyYards",664
2022,"SMU","American Athletic","fourthDownConversions",22
2022,"Florida","SEC","fumblesRecovered",17
2022,"East Carolina","American Athletic","penalties",56
2022,"Kansas","Big 12","kickReturnTDs",0
2022,"Louisville","ACC","kickReturns",17
2022,"Connecticut","FBS Independents","passingTDs",10
2022,"Arizona","Pac-12","tacklesForLoss",55
2022,"South Alabama","Sun Belt","rushingYards",2019
2022,"Iowa","Big Ten","totalYards",3271
2022,"South Alabama","Sun Belt","possessionTime",25511
2022,"Arizona State","Pac-12","puntReturns",19
2022,"Oregon State","Pac-12","netPassingYards",2594
2022,"Washington State","Pac-12","puntReturns",24
2022,"Wake Forest","ACC","kickReturnTDs",0
2022,"Miami","ACC","fourthDownConversions",9
2022,"Virginia","ACC","interceptionYards",40
2022,"Utah State","Mountain West","passAttempts",398
2022,"Houston","American Athletic","puntReturnTDs",1
2022,"Maryland","Big Ten","rushingTDs",23
2022,"Air Force","Mountain West","netPassingYards",916
2022,"Colorado","Pac-12","interceptionYards",57
2022,"Fresno State","Mountain West","kickReturnYards",673
2022,"Florida State","ACC","rushingYards",2783
2022,"Colorado State","Mountain West","fourthDowns",33
2022,"Western Michigan","Mid-American","kickReturnYards",664
2022,"Florida International","Conference USA","tacklesForLoss",65
2022,"Air Force","Mountain West","thirdDownConversions",79
2022,"Florida","SEC","rushingAttempts",472
2022,"Nevada","Mountain West","passAttempts",398
2022,"UCF","American Athletic","interceptionYards",34
2022,"Arkansas","SEC","kickReturnTDs",0
2022,"UMass","FBS Independents","thirdDownConversions",55
2022,"Michigan","Big Ten","kickReturns",20
2022,"Toledo","Mid-American","passCompletions",247
2022,"NC State","ACC","thirdDownConversions",71
2022,"Michigan","Big Ten","interceptions",6
2022,"Charlotte","Conference USA","thirdDowns",159
2022,"Florida State","ACC","totalYards",6295
2022,"South Carolina","SEC","tacklesForLoss",56
2022,"Western Michigan","Mid-American","netPassingYards",1988
2022,"Florida","SEC","fourthDowns",32
2022,"North Carolina","ACC","games",14
2022,"Western Michigan","Mid-American","interceptionTDs",2
2022,"Buffalo","Mid-American","interceptionYards",167
2022,"UCF","American Athletic","passingTDs",22
2022,"California","Pac-12","rushingTDs",10
2022,"Boise State","Mountain West","fourthDowns",17
2022,"Tennessee","SEC","passesIntercepted",11
2022,"Navy","American Athletic","rushingAttempts",708
2022,"LSU","SEC","rushingAttempts",518
2022,"Arizona","Pac-12","rushingTDs",19
2022,"Louisiana","Sun Belt","rushingAttempts",457
2022,"Fresno State","Mountain West","passingTDs",22
2022,"Arizona","Pac-12","passingTDs",26
2022,"Florida International","Conference USA","kickReturnTDs",0
2022,"Oklahoma State","Big 12","passingTDs",24
2022,"Temple","American Athletic","penalties",55
2022,"Boise State","Mountain West","passesIntercepted",15
2022,"South Alabama","Sun Belt","thirdDowns",194
2022,"Charlotte","Conference USA","puntReturnYards",107
2022,"Memphis","American Athletic","rushingYards",1851
2022,"Coastal Carolina","Sun Belt","kickReturnTDs",1
2022,"Nebraska","Big Ten","thirdDowns",165
2022,"Georgia State","Sun Belt","puntReturns",11
2022,"NC State","ACC","games",13
2022,"Texas","Big 12","totalYards",5582
2022,"Oklahoma State","Big 12","possessionTime",21663
2022,"Maryland","Big Ten","fumblesRecovered",12
2022,"Tulane","American Athletic","passesIntercepted",12
2022,"North Carolina","ACC","puntReturns",16
2022,"Iowa State","Big 12","interceptionTDs",0
2022,"Texas","Big 12","puntReturnYards",186
2022,"Arkansas State","Sun Belt","interceptionYards",115
2022,"Purdue","Big Ten","fourthDowns",33
2022,"Northern Illinois","Mid-American","penalties",76
2022,"UAB","Conference USA","turnovers",18
2022,"Western Michigan","Mid-American","sacks",31
2022,"Illinois","Big Ten","passesIntercepted",24
2022,"UMass","FBS Independents","games",12
2022,"Penn State","Big Ten","puntReturns",24
2022,"Alabama","SEC","games",13
2022,"James Madison","Sun Belt","puntReturns",20
2022,"Coastal Carolina","Sun Belt","totalYards",5267
2022,"Arizona State","Pac-12","thirdDowns",151
2022,"Stanford","Pac-12","puntReturns",17
2022,"Western Kentucky","Conference USA","turnovers",22
2022,"Pittsburgh","ACC","games",13
2022,"North Texas","Conference USA","games",14
2022,"Louisville","ACC","passingTDs",13
2022,"Maryland","Big Ten","passesIntercepted",9
2022,"Florida Atlantic","Conference USA","fumblesRecovered",11
2022,"Miami (OH)","Mid-American","interceptions",5
2022,"Clemson","ACC","turnovers",22
2022,"Nebraska","Big Ten","rushingYards",1480
2022,"Syracuse","ACC","tacklesForLoss",76
2022,"South Alabama","Sun Belt","kickReturnYards",589
2022,"Hawai'i","Mountain West","fourthDownConversions",18
2022,"Northern Illinois","Mid-American","passCompletions",185
2022,"Tulane","American Athletic","puntReturns",23
2022,"San José State","Mountain West","totalYards",4415
2022,"Ole Miss","SEC","puntReturnYards",111
2022,"Georgia State","Sun Belt","kickReturnYards",103
2022,"Fresno State","Mountain West","thirdDowns",177
2022,"Maryland","Big Ten","thirdDownConversions",83
2022,"Marshall","Sun Belt","interceptions",10
2022,"California","Pac-12","interceptions",9
2022,"Boston College","ACC","kickReturnTDs",0
2022,"Texas A&M","SEC","interceptionTDs",0
2022,"Southern Mississippi","Sun Belt","fourthDowns",19
2022,"Louisiana","Sun Belt","interceptionYards",154
2022,"Ohio","Mid-American","totalYards",5901
2022,"SMU","American Athletic","passesIntercepted",10
2022,"Missouri","SEC","passCompletions",247
2022,"Old Dominion","Sun Belt","passCompletions",237
2022,"Western Kentucky","Conference USA","thirdDownConversions",78
2022,"Vanderbilt","SEC","firstDowns",210
2022,"Kentucky","SEC","fumblesRecovered",10
2022,"Kentucky","SEC","fourthDowns",26
2022,"Minnesota","Big Ten","puntReturns",13
2022,"Indiana","Big Ten","thirdDownConversions",65
2022,"Virginia","ACC","puntReturnTDs",0
2022,"Fresno State","Mountain West","fumblesRecovered",10
2022,"New Mexico","Mountain West","penalties",73
2022,"Old Dominion","Sun Belt","interceptionYards",96
2022,"Memphis","American Athletic","puntReturns",27
2022,"Wyoming","Mountain West","rushingTDs",16
2022,"Arizona","Pac-12","kickReturnTDs",0
2022,"West Virginia","Big 12","firstDowns",276
2022,"Virginia","ACC","kickReturnTDs",0
2022,"Rice","Conference USA","rushingTDs",17
2022,"Arkansas","SEC","passesIntercepted",9
2022,"Colorado State","Mountain West","rushingTDs",4
2022,"Alabama","SEC","puntReturnTDs",2
2022,"Notre Dame","FBS Independents","rushingYards",2458
2022,"Tulane","American Athletic","rushingTDs",34
2022,"Michigan","Big Ten","netPassingYards",3078
2022,"Louisville","ACC","games",13
2022,"Ohio State","Big Ten","puntReturnYards",141
